Date,usd_inr_rate,usd_inr_change_1d,usd_inr_change_5d,usd_inr_change_20d,usd_inr_momentum,usd_inr_volatility,inr_weakness_score
2023-05-10,82.1050033569336,0.003886940661095295,0.003990055694158112,0.00042530081549929655,0.0007980432822384031,0.0019294854872793693,0.0029912059573570723
2023-05-11,81.9198989868164,-0.0022544834364416344,0.0017106897726555381,-0.0004966144577640552,0.000343974627085486,0.001974016000958777,-0.0002853940546543466
2023-05-12,82.10030364990234,0.0022022080754149354,0.004701656559477518,0.0051370939411563565,0.0009406798277712403,0.0018624509593227194,0.002573584146340602
2023-05-15,82.20030212402344,0.0012180037061435556,0.0057568325864167935,0.004343577785894004,0.001150762663109073,0.0018314460150109105,0.0025594800573151824
2023-05-16,82.2667007446289,0.0008077661381984402,0.005863993084327612,0.003207178303650915,0.0011720870288821183,0.0017924361973149906,0.002433930489242295
2023-05-17,82.2959976196289,0.0003561206993210053,0.002326219534575902,0.002290828129629885,0.0004659230365272604,0.0017742263780361695,0.0009800910510593507
2023-05-18,82.45030212402344,0.0018749940320028635,0.006474655654695072,0.0013383390400836248,0.00129181853021616,0.0017091591918161834,0.0030799398682745146
2023-05-19,82.72509765625,0.0033328626475279677,0.007610130274450011,0.007112145112578405,0.0015179494446387666,0.0017519717250709266,0.00407156897473782
2023-05-22,82.90480041503906,0.0021722882641466157,0.008570507319458187,0.010358912019958533,0.0017088063562393785,0.0017640888151527901,0.003952709408367916
2023-05-23,82.82499694824219,-0.0009625916279559776,0.006786417816199153,0.011883531271015713,0.001354734803008495,0.0016590270135520037,0.0020573091345799034
2023-05-24,82.8906021118164,0.000792093763857471,0.007225193319069456,0.010964563135660077,0.0014419294159157881,0.0016393562943492427,0.0029169743260385617
2023-05-25,82.71369934082031,-0.0021341716248780562,0.003194617969994429,0.011579260584075213,0.0006400962845396041,0.001579891710115236,0.0002967456264089873
2023-05-26,82.74210357666016,0.0003434042494316891,0.0002055714757911442,0.011948924687287477,4.220460492034839e-05,0.0015747041956884619,0.00021169452398612343
2023-05-29,82.57479858398438,-0.0020220055503032963,-0.003980491230937466,0.010153573854533304,-0.0007966541579696341,0.0016716735866294057,-0.0022419458367934487
2023-05-30,82.57969665527344,5.9316781549023645e-05,-0.0029616698099251826,0.009844124663323406,-0.0005922724760686338,0.0016744343147944748,-0.0010424559731785354
2023-05-31,82.68389892578125,0.0012618388626783883,-0.0024936866275422354,0.01106886174306343,-0.0004983234563044503,0.0016795288998637582,-0.00039286748008265037
2023-06-01,82.66680145263672,-0.00020678116739369923,-0.0005669905778286077,0.01084375992390374,-0.0001128453648075789,0.001684000651754692,-0.00028666324974833566
2023-06-02,82.27670288085938,-0.004718926641922194,-0.005624714331435743,0.006860340409346133,-0.0011253115430783557,0.0020393818611769937,-0.003912578419123108
2023-06-05,82.40979766845703,0.0016176485315702038,-0.0019981994307806117,0.008320102668959883,-0.00039738072670365555,0.0020584710963081816,-7.161463461719852e-05
2023-06-06,82.51119995117188,0.001230463920355529,-0.0008294618032747003,0.008853452318419164,-0.00016315129894235448,0.002065715003607943,0.00019440163747709512
2023-06-07,82.51719665527344,7.267745597094866e-05,-0.0020161394500450847,0.005020318878106833,-0.0004009835802838424,0.0019004739627858612,-0.0006960659267102986
2023-06-08,82.61810302734375,0.0012228526435751341,-0.0005890928938488971,0.008523009051069508,-0.00011505681809007574,0.001816282762763276,0.0002778961438483618
2023-06-09,82.48829650878906,-0.001571163144616472,0.0025717319790523607,0.004725839511400931,0.0005144958813710687,0.0018180474086964687,0.00029740310028044
2023-06-12,82.4448013305664,-0.0005272890829794985,0.00042475122011831346,0.0029744319695330645,8.550835846112825e-05,0.0018103687665824851,-5.783775961796691e-05
2023-06-13,82.33719635009766,-0.0013051760539430912,-0.0021088482675950537,0.0008569154327409123,-0.0004216196363985958,0.0018314966097890697,-0.0012812107927753314
2023-06-14,82.29039764404297,-0.0005683786688059911,-0.002748506013576235,-6.804675498095492e-05,-0.0005498308613539838,0.0018348792014723603,-0.001216852530001462
2023-06-15,82.04499816894531,-0.0029821155581135628,-0.006936795174403376,-0.004915736445312957,-0.001390824501691723,0.0018938846280887602,-0.003691132126073955
2023-06-16,81.9126968383789,-0.001612545962813905,-0.00697795559820813,-0.00982048786750167,-0.0013991010653312097,0.0017167716771997715,-0.0031581353841873636
2023-06-19,81.91480255126953,2.5706794818169953e-05,-0.006428528794336197,-0.01194138166684433,-0.001288501889771676,0.0016048987767464473,-0.0023048264873050937
2023-06-20,81.98139953613281,0.0008130030567015112,-0.004321216044957277,-0.01018529964615078,-0.0008648660676427555,0.0016326138478787774,-0.001230623411099405
2023-06-21,81.9917984008789,0.00012684419642661204,-0.003628603721854473,-0.010843252287214056,-0.0007258214945962349,0.0016113167371449581,-0.0012555898863645676
